time,altitude,velocity,acceleration,drag coefficient
99.113,55.707,-6.9073,0.0022351,NaN
99.613,52.254,-6.9062,0.0022333,NaN
100.11,48.801,-6.9051,0.0022315,NaN
100.61,45.348,-6.904,0.0022297,NaN
101.11,41.897,-6.9029,0.0022279,NaN
101.61,38.446,-6.9018,0.0022261,NaN
102.11,34.995,-6.9006,0.0022243,NaN
102.61,31.545,-6.8995,0.0022225,NaN
103.11,28.095,-6.8984,0.0022207,NaN
103.61,24.646,-6.8973,0.002219,NaN
104.11,21.198,-6.8962,0.0022172,NaN
104.61,17.75,-6.8951,0.0022154,NaN
105.11,14.303,-6.894,0.0022136,NaN
105.61,10.856,-6.8929,0.0022119,NaN
106.11,7.4101,-6.8918,0.0022101,NaN
106.61,3.9645,-6.8907,0.0022083,NaN
107.11,0.51944,-6.8896,0.0022066,NaN
107.61,-2.9251,-6.8885,0.0022048,NaN
