2019-02-05 21:27:14.615118,time,altitude,velocity,acceleration
2019-02-05 21:27:14.659627,4.5200000000000005,128.02473543128144,15.500992094758168,-9.854988720773804
2019-02-05 21:27:14.659679,4.5600000000000005,128.64477511507178,15.106792545927215,-9.85199977696369
2019-02-05 21:27:14.659720,4.6000000000000005,129.24904681690887,14.712712554848668,-9.849064328232853
2019-02-05 21:27:14.659754,4.64,129.83755531910282,14.318749981719353,-9.846184489860594
2019-02-05 21:27:14.659789,4.68,130.4103053183716,13.924902602124929,-9.843362484602585
2019-02-05 21:27:14.659823,4.72,130.9673014224566,13.531168102740825,-9.840600644335918
2019-02-05 21:27:14.659858,4.76,131.50854814656623,13.137544076967387,-9.837901411719448
2019-02-05 21:27:14.659893,4.8,132.03404990964492,12.74402802049861,-9.835267341871239
2019-02-05 21:27:14.659927,4.84,132.54381103046487,12.350617326823759,-9.83270110406504
2019-02-05 21:27:14.659961,4.88,133.03783572353782,11.957309282661157,-9.830205483447818
2019-02-05 21:27:14.659994,4.92,133.51612809484428,11.564101063323244,-9.827783382780506
2019-02-05 21:27:14.660028,4.96,133.9786921373772,11.170989728012025,-9.825437824204219
2019-02-05 21:27:14.660062,5.0,134.4255317264977,10.777972215043857,-9.823171951034345
2019-02-05 21:27:14.660102,5.04,134.85665061509945,10.385045337002483,-9.820989029585036
2019-02-05 21:27:14.660138,5.08,135.27205242857954,9.99220577581908,-9.818892451026734
2019-02-05 21:27:14.660173,5.12,135.6717406596123,9.59945007777801,-9.816885733279571
2019-02-05 21:27:14.660206,5.16,136.05571866272342,9.206774648446828,-9.814972522945554
2019-02-05 21:27:14.660240,5.2,136.4239896486613,8.814175747529006,-9.81315659728265
2019-02-05 21:27:14.660274,5.24,136.77655667856246,8.421649483637701,-9.811441866224015
2019-02-05 21:27:14.660307,5.28,137.11342265790796,8.02919180898874,-9.809832374445824
2019-02-05 21:27:14.660341,5.32,137.4345903302675,7.636798514010907,-9.808332303487225
2019-02-05 21:27:14.660374,5.36,137.74006227082793,7.244465221871418,-9.806945973926263
2019-02-05 21:27:14.660408,5.4,138.0298408797028,6.852187382914368,-9.805677847615682
2019-02-05 21:27:14.660442,5.44,138.30392837501935,6.45996026900974,-9.804532529982765
2019-02-05 21:27:14.660475,5.48,138.56232678577973,6.06777896781043,-9.803514772397577
2019-02-05 21:27:14.660509,5.5200000000000005,138.80503794449214,5.675638376914526,-9.802629474614156
2019-02-05 21:27:14.660550,5.5600000000000005,139.03206347956873,5.283533197929961,-9.801881687289436
2019-02-05 21:27:14.660585,5.6000000000000005,139.24340480748594,4.891457930438383,-9.801276614584934
2019-02-05 21:27:14.660619,5.64,139.43906312470347,4.4994068658549855,-9.800819616856414
2019-02-05 21:27:14.660656,5.68,139.61903939933765,4.107374081180729,-9.800516213437048
2019-02-05 21:27:14.660694,5.72,139.78333436258487,3.715353432643247,-9.800372085519852
2019-02-05 21:27:14.660735,5.76,139.9319484998906,3.323338549222453,-9.800393079145392
2019-02-05 21:27:14.660770,5.8,140.0648820418595,2.931322826056637,-9.800585208301118
2019-02-05 21:27:14.660805,5.84,140.18213495490178,2.5392994177245924,-9.800954658138918
2019-02-05 21:27:14.660839,5.88,140.28370693161077,2.147261231399036,-9.80150778831786
2019-02-05 21:27:14.660873,5.92,140.36959738086674,1.7552009198663214,-9.802251136479349
2019-02-05 21:27:14.660906,5.96,140.43980541766138,1.3631108744071474,-9.80319142186235
2019-02-05 21:27:14.660940,6.0,140.49432985263766,0.9709832175326534,-9.804335549066629
2019-02-05 21:27:14.660974,6.04,140.53316918133896,0.5788097955699882,-9.80569061197237
2019-02-05 21:27:14.661009,6.08,140.55632157316177,0.18658217109109343,-9.807263897824944
2019-02-05 21:27:14.661043,6.12,140.5637848600054,-0.20570838482190434,-9.809062891494003
2019-02-05 21:27:14.661077,6.16,140.5555565246125,-0.5980709004816644,-9.81
2019-02-05 21:27:14.661117,6.2,140.53163368859325,-0.9904709004816645,-9.81
2019-02-05 21:27:14.661151,6.24,140.492014852574,-1.3828709004816646,-9.81
2019-02-05 21:27:14.661184,6.28,140.4367000165547,-1.7752709004816647,-9.81
2019-02-05 21:27:14.661218,6.32,140.36568918053544,-2.1676709004816646,-9.81
2019-02-05 21:27:14.661251,6.36,140.27898234451618,-2.5600709004816644,-9.81
2019-02-05 21:27:14.661285,6.4,140.1765795084969,-2.9524709004816643,-9.81
2019-02-05 21:27:14.661318,6.44,140.05848067247763,-3.344870900481664,-9.81
2019-02-05 21:27:14.661353,6.48,139.92468583645837,-3.737270900481664,-9.81
2019-02-05 21:27:14.661387,6.5200000000000005,139.7751950004391,-4.129670900481664,-9.81
2019-02-05 21:27:14.661422,6.5600000000000005,139.61000816441984,-4.522070900481665,-9.81
2019-02-05 21:27:14.661457,6.6000000000000005,139.42912532840057,-4.914470900481665,-9.81
2019-02-05 21:27:14.661491,6.640000000000001,139.23254649238132,-5.306870900481665,-9.81
2019-02-05 21:27:14.661524,6.68,139.02027165636204,-5.6992709004816655,-9.81
2019-02-05 21:27:14.661557,6.72,138.79230082034277,-6.091670900481666,-9.81
2019-02-05 21:27:14.661598,6.76,138.54863398432352,-6.484070900481666,-9.81
2019-02-05 21:27:14.661644,6.8,138.28927114830424,-6.876470900481666,-9.81
2019-02-05 21:27:14.661680,6.84,138.01421231228497,-7.268870900481667,-9.81
2019-02-05 21:27:14.661714,6.88,137.7234574762657,-7.661270900481667,-9.81
2019-02-05 21:27:14.661782,6.92,137.41700664024643,-8.053670900481666,-9.81
2019-02-05 21:27:14.661819,6.96,137.09485980422716,-8.446070900481667,-9.81
